,시도,주차장명,주차장유형,주소,위도,경도,관리기관,전화번호,특이사항,2_14(수),2_15(목),2_16(금),2_17(토),2_18(일)
3553,전라남도,대흥사우나 2호점 앞,노외,전라남도 해남군 해남읍 수성리 202-1번지,34.57768,126.5985,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3554,전라남도,옥천 무궁화주차장,노외,전라남도 해남군 옥천면 영춘리 526번지,34.568,126.6474,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3555,전라남도,산정 장석거리주차장,노외,전라남도 해남군 송지면 산정리 755-3번지 외,34.370393,126.520898,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3556,전라남도,황산 장등주차장,노외,전라남도 해남군 황산면 우항리 492번지 외,34.576258,126.433005,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3557,전라남도,해남축협앞,노외,전라남도 해남군 해남읍 평동리 19번지,34.57012,126.601,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3558,전라남도,신동백아 뒤편,노외,전라남도 해남군 해남읍 해리 657-66번지,34.57394,126.6072,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3559,전라남도,중부교회 옆,노외,전라남도 해남군 해남읍 해리 645-2번지,34.56744,126.6025,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3560,전라남도,성민교회 옆,노외,전라남도 해남군 해남읍 남외리 142번지,34.56756,126.5933,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3561,전라남도,미암정 옆,노외,전라남도 해남군 해남읍 해리 524-2번지,34.57371,126.6043,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3562,전라남도,태동횟집아래 천변 옆,노외,전라남도 해남군 해남읍 평동리 4번지,34.57044,126.6004,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3563,전라남도,터미널 옆 분수대,노외,전라남도 해남군 해남읍 해리 463번지,34.57174,126.6074,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3564,전라남도,제일자동차 옆,노외,전라남도 해남군 해남읍 남외리 446-4번지,34.57419,126.591,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3565,전라남도,터미널축협마트앞,노외,전라남도 해남군 해남읍 해리 352-2번지,34.56915,126.6061,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3566,전라남도,문내 5일시장,노외,전라남도 해남군 문내면 동외리 191-9번지,34.60404,126.3203,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3567,전라남도,황산농협 앞,노외,전라남도 해남군 황산면 우항리 417-1번지,34.57651,126.4352,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3568,전라남도,고도리해물탕 골목,노외,전라남도 해남군 해남읍 고도리 130-3번지,34.56674,126.597571,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3569,전라남도,남외마을회관 옆,노외,전라남도 해남군 해남읍 남외리 62번지 외,34.569219,126.58831,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3570,전라남도,해남문화원 맞은편,노외,전라남도 해남군 해남읍 수성리 77-1번지 외,34.573588,126.60109,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3571,전라남도,꽃피는 나무 옆,노외,전라남도 해남군 해남읍 수성리 245-15번지 외,34.570181,126.601447,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3572,전라남도,해남관광호텔 옆,노외,전라남도 해남군 해남읍 남외리 65번지,34.570253,126.5958,전라남도 해남군청,061-530-5367,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3573,전라남도,영암읍 구대동공장,노외,전라남도 영암군 영암읍 서문안길 6,34.799067,126.695487,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3574,전라남도,영암읍 한국통신앞,노상,전라남도 영암군 영암읍 서남역로 2,34.798095,126.695186,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3575,전라남도,영암읍 군청앞,노상,전라남도 영암군 영암읍 군청로 1,34.800133,126.696889,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3576,전라남도,영암읍 영암농협군지부,노상,전라남도 영암군 영암읍 중앙로 43,34.800242,126.697876,영암농협,061-473-2181,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3577,전라남도,영암읍 서남리 임시주차장,노상,전라남도 영암군 영암읍 열무정로 21-3,34.798955,126.6996,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3578,전라남도,영암읍 교동리주차장,노상,전라남도 영암군 영암읍 교동리 77-1,34.793681,126.697517,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3579,전라남도,영암읍 영암공영주차장,노외,전라남도 영암군 영암읍 중앙로 43,34.800242,126.697876,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3580,전라남도,영암읍 천황사,노외,전라남도 영암군 영암읍 천황사로 280-25,34.773367,126.719818,국립공원관리공단 월출산사무소,061-473-5210,유료,"14,08:00~17:00","15,08:00~17:00","16,08:00~17:00","17,08:00~17:00","18,08:00~17:00"
3581,전라남도,영암읍 공설운동장,노외,전라남도 영암군 영암읍 여운재로 21,34.804701,126.702358,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3582,전라남도,영암읍 기찬랜드,노외,전라남도 영암군 영암읍 기찬랜드로 16,34.79285,126.685387,전라남도 영암군청,061-470-2460,,"14,08:00~18:00","15,08:00~18:00","16,08:00~18:00","17,08:00~18:00","18,08:00~18:00"
3583,전라남도,영암읍 실내체육관,노외,전라남도 영암군 영암읍 영암로 1527,34.79501,126.697231,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3584,전라남도,영암읍 한국국토정보공사 영암군지사,노외,전라남도 영암군 영암읍 열무정로 11,34.798932,126.698323,한국국토정보공사,061-473-2720,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3585,전라남도,영암읍 영암여객자동차터미널,노외,전라남도 영암군 동문로 8,34.796595,126.70295,영암여객자동차터미널,061-473-3355,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3586,전라남도,영암읍 군청,노외,전라남도 영암군 군청로 1,34.800133,126.696889,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3587,전라남도,삼호읍 농업박물관앞,노외,전라남도 영암군 녹색로 653-7,34.800133,126.696889,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3588,전라남도,삼호읍  영산강기념탑,노외,전라남도 영암군 삼호읍 나불리 산27-1,34.78115,126.450092,한국농어촌공사,061-470-5511,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3589,전라남도,삼호읍사무소,노외,전라남도 영암군 중앙촌길 32,34.745963,126.469251,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3590,전라남도,신북면 삼포천,노외,전라남도 영암군 간은정로 7,34.889664,126.691253,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3591,전라남도,신북면사무소,노외,전라남도 영암군 간은정로 29,34.89027,126.692569,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3592,전라남도,신북면 신북농협,노외,전라남도 영암군 간은정로 32,34.889985,126.693292,신북농협,061-472-9081,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3593,전라남도,시종면 하상공영 노상주차장,노상,전라남도 영암군 시종면 만수리 808-1,34.871066,126.608512,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3594,전라남도,시종면 시종주차장,노외,전라남도 영암군 고분로 8,34.868525,126.610356,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3595,전라남도,도포면사무소,노외,전라남도 영암군 호산로 43,34.845237,126.64372,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3596,전라남도,금정면 공영주차장,노상,전라남도 영암군 금정면 용흥리 1208-1,34.86478,126.749044,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3597,전라남도,군서면 군서5일시장~농협창고,노상,전라남도 영암군 도갑사로 31-13,34.762373,126.635214,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3598,전라남도,군서면 도갑사,노외,전라남도 영암군 군서면 도갑리 52-2,34.753385,126.659787,국립공원관리공단 월출산사무소,061-473-5210,유료,"14,08:00~17:00","15,08:00~17:00","16,08:00~17:00","17,08:00~17:00","18,08:00~17:00"
3599,전라남도,군서면 성기동군민광광지,노외,전라남도 영암군 군서면 동구림리 산14-2,34.756214,126.631297,전라남도 영암군청,061-470-6653,유료,"14,09:00~17:00","15,09:00~17:00","16,09:00~17:00","17,09:00~17:00","18,09:00~17:00"
3600,전라남도,군서면 왕인박사,노외,전라남도 영암군 군서면 동구림리 437,34.755566,126.629933,전라남도 영암군청,061-470-6653,유료,"14,09:00~17:00","15,09:00~17:00","16,09:00~17:00","17,09:00~17:00","18,09:00~17:00"
3601,전라남도,학산면 학산독천먹거리,노외,전라남도 영암군 독천로 153-17,34.725536,126.565344,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3602,전라남도,학산면사무소,노외,전라남도 영암군 독천로 193-1,34.72614,126.570108,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3603,전라남도,학산면 망월천변,노외,전라남도 영암군 미암면 채지리 131-1   ,34.724234,126.568679,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3604,전라남도,학산면 망월천변,노외,전라남도 영암군 미암면 채지리 127-1 ,34.72432,126.570245,전라남도 영암군청,061-470-2460,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3605,전라남도,함평공영주차장,노외,전라남도 함평군 함평읍 기각리 994-12,34.798,126.402,전라남도 함평군청,061-320-1755,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3606,전라남도,(구)궤도터미널 주차장,노외,전라남도 함평군 함평읍 내교리 216-4,35.061,126.523,전라남도 함평군청,061-320-1755,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3607,전라남도,영광매일시장제1주차장,노외,전라남도 영광군 영광읍 도동리270,35.27555,126.513414,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3608,전라남도,영광매일시장제2주차장,노외,전라남도 영광군 영광읍 도동리194,35.274805,126.512617,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3609,전라남도,도동리 공용주차장,노외,전라남도 영광군 영광읍 도동리 270,35.27555,126.513414,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3610,전라남도,구 군내버스 주차장,노외,전라남도 영광군 영광읍 도동리 107-31외6필지,35.272879,126.512683,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3611,전라남도,터미널 주변 공용주차장,노외,전라남도 영광군 영광읍 단주리 579-4,35.2766,126.501932,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3612,전라남도,만남의 광장 주차장,노외,전라남도 영광군 영광읍 백학리 359-9,35.278065,126.505331,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3613,전라남도,영광군 공용 주차장,노외,전라남도 영광군 영광읍 백학리 193-3외3필지,35.378538,126.510314,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3614,전라남도,구 우시장 임시주차장,노외,전라남도 영광군 영광읍 남천리 326외2필지,35.274165,126.503677,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3615,전라남도,대신지구 제1주차장,노외,전라남도 영광군 영광읍 신하리 831-1,35.274057,126.500619,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3616,전라남도,대신지구 제2주차장,노외,전라남도 영광군 영광읍 단주리 629-12,35.276208,126.49998,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3617,전라남도,영광고추시장 부설주차장,노외,전라남도 영광군 영광읍 신하리 324-3,35.274552,126.494041,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3618,전라남도,영광군청 부설주차장,노외,전라남도 영광군 영광읍 무령리 186외2필,35.277825,126.511038,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3619,전라남도,터미널주변 주차장,노외,전라남도 영광군 영광읍 남천리 310-1,35.276823,126.504487,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3620,전라남도,남천리사거리 공용주차장,노외,전라남도 영광군 영광읍 남천리 346-5,35.375705,126.505066,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3621,전라남도,백학리 포켓주차장,노외,전라남도 영광군 영광읍 백학리 33외1필,35.376276,126.510736,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3622,전라남도,스포티움 부설(제1주차장),노외,전라남도 영광군 영광읍 단주리 671,35.289791,126.495266,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3623,전라남도,스포티움 부설(제2주차장),노외,전라남도 영광군 영광읍 단주리 670,35.289142,126.494138,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3624,전라남도,스포티움 부설(제3주차장),노외,전라남도 영광군 영광읍 단주리 668,35.290132,126.492869,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3625,전라남도,스포티움 부설(제4주차장),노외,전라남도 영광군 영광읍 단주리 666,35.290808,126.495032,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3626,전라남도,스포티움 부설(제5주차장),노외,전라남도 영광군 영광읍 단주리 674,35.287596,126.495782,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3627,전라남도,스포티움 부설(양궁주차장),노외,전라남도 영광군 영광읍 단주리 103,35.292235,126.497194,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3628,전라남도,백수해안도로 제1주차장,노외,전라남도 영광군 백수읍 대신리 산 234-11,35.36369,126.395987,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3629,전라남도,백수해안도로 제2주차장,노외,전라남도 영광군 백수읍 대신리 산 230-3,35.359487,126.394012,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3630,전라남도,백수해안도로 제3주차장,노외,전라남도 영광군 백수읍 대신리 764,35.35367,126.389288,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3631,전라남도,백수해안도로 제4주차장,노외,전라남도 영광군 백수읍 대신리 산 232-1외1필,35.357186,126.393364,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3632,전라남도,백수해안도로 제5주차장,노외,전라남도 영광군 백수읍 대신리 산 234-7,35.361704,126.395162,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3633,전라남도,백수해안도로 제6주차장,노외,전라남도 영광군 백수읍 대신리 811-11,35.345654,126.388781,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3634,전라남도,백수해안도로 제7주차장,노외,전라남도 영광군 백수읍 대신리 813-3외2필,35.344054,126.389268,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3635,전라남도,백수해안도로 제8주차장,노외,전라남도 영광군 백수읍 구수리 458-31,35.362896,126.414949,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3636,전라남도,백수해안도로 제9주차장,노외,전라남도 영광군 백수읍 대신리 890,35.352257,126.388731,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3637,전라남도,백수생활체육공원 주차장,노외,전라남도 영광군 백수읍 길용리 806-1,35.336654,126.432462,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3638,전라남도,홍농복지회관 주차장,노외,전라남도 영광군 홍농읍 상하리 181-1외1필,35.39544,126.447499,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3639,전라남도,가마미해수욕장 주차장,노외,전라남도 영광군 홍농읍 계마리 880-1,35.397542,126.407342,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3640,전라남도,강항선생 유적지,노외,전라남도 영광군 불갑면 쌍운리 195-1외1필,35.211836,126.517854,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3641,전라남도,수변공원 제당주차장,노외,전라남도 영광군 불갑면 방마리 산 42-5외1필,35.221487,126.51425,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3642,전라남도,수변공원 폭포주차장,노외,전라남도 영광군 불갑면 방마리 산 37-5외2필,35.221381,126.515028,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3643,전라남도,불갑저수지 테마공원주차장,노외,전라남도 영광군 불갑면 금계리 624-12,35.2178,126.528804,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3644,전라남도,불갑관광단지 제1주차장,노외,전라남도 영광군 불갑면 모악리 374-2외2필,35.204086,126.53752,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3645,전라남도,불갑관광단지 제2주차장,노외,전라남도 영광군 불갑면 모악리 383-1외2필,35.203519,126.539413,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3646,전라남도,불갑관광단지 제3주차장,노외,전라남도 영광군 불갑면 모악리 397외2필,35.202401,126.540013,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3647,전라남도,수변공원 임시주차장,노외,전라남도 영광군 불갑면 녹산리 산 83-4,35.222449,126.50659,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3648,전라남도,불갑관광단지 임시주차장,노외,전라남도 영광군 불갑면 자비리 450-13외3필,35.20288,126.533968,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3649,전라남도,설도항 제1주차장,노외,전라남도 영광군 염산면 옥실리 1106-42,35.169136,126.359672,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3650,전라남도,설도항 제2주차장,노외,전라남도 영광군 염산면 옥실리 1050-27,35.168374,126.363342,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3651,전라남도,설도항 제3주차장,노외,전라남도 영광군 염산면 옥실리 1106-40,35.168732,126.360427,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3652,전라남도,법성매립지 제1주차장,노외,전라남도 영광군 법성면 법성리 1227-4,35.358738,126.443856,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3653,전라남도,법성매립지 제2주차장,노외,전라남도 영광군 법성면 법성리 1226-4,35.359191,126.444023,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3654,전라남도,법성매립지 제3주차장,노외,전라남도 영광군 법성면 법성리 1224-1,35.359873,126.444494,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3655,전라남도,법성매립지 제4주차장,노외,전라남도 영광군 법성면 법성리 1217-6,35.359382,126.441357,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3656,전라남도,법성매립지 제5주차장,노외,전라남도 영광군 법성면 법성리 1216-5,35.359826,126.441524,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3657,전라남도,법성매립지 제6주차장,노외,전라남도 영광군 법성면 법성리 1214,35.360648,126.441684,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3658,전라남도,법성매립지 제7주차장,노외,전라남도 영광군 법성면 법성리 1210-1,35.360858,126.440514,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3659,전라남도,법성매립지 제8주차장,노외,전라남도 영광군 법성면 법성리 1230-18,35.360389,126.439742,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3660,전라남도,법성 5일시장 주차장,노외,전라남도 영광군 법성면 법성리 647-2,35.361673,126.446501,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3661,전라남도,숲쟁이꽃산 제1주차장,노외,전라남도 영광군 법성면 진내리 650-4외1필,35.364445,126.435347,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3662,전라남도,숲쟁이꽃산 제2주차장,노외,전라남도 영광군 법성면 진내리 652-1외3필,35.364871,126.435199,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
3663,전라남도,숲쟁이꽃산 제3주차장,노외,전라남도 영광군 법성면 진내리 654-1외1필,35.365369,126.434445,전라남도 영광군청,061-350-5362,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
